10,"1,26418790706713E+017",2011-10-18 22:06:03,text,class,apple
5596,"1,26864244716208E+017",2011-10-20 03:36:07,@ChinkiiBeauty y u up..#Twitter,neutral,twitter
5597,"1,26864237200024E+017",2011-10-20 03:36:05,why tha fuck ppl post everything on #twitter u cant #im on here what is it for someone tell me please,neutral,twitter
5599,"1,26864231718076E+017",2011-10-20 03:36:04,@BADDchikkENT See What I Mean #Twitter o_O,neutral,twitter
5603,"1,26864167343895E+017",2011-10-20 03:35:49,#twitter off ',neutral,twitter
5604,"1,26864141561508E+017",2011-10-20 03:35:43,The Power of #Twitter http://t.co/wtVvZ8G4,neutral,twitter
5605,"1,26864136226357E+017",2011-10-20 03:35:41,CAN SOMEONE EXPLAIN TAGGED TO ME LIKE DONT GET MAD AT ME CAUSE #TWITTER AN FB MY SHIT!!,neutral,twitter
5606,"1,26864131289661E+017",2011-10-20 03:35:40,Somebody help me? Is apple not on Twitter? That seems very weird. #apple #twitter,neutral,twitter
5607,"1,26864105347879E+017",2011-10-20 03:35:34,Ugh idk how to use this thing #twitter #helpme,neutral,twitter
5608,"1,2686409638885E+017",2011-10-20 03:35:32,"Who will be our #Twitter #winner 4 #daytimewdonna giveaway for $100 this Fri. Tweet about our show, our guests, why you LOVE us use #dwd100",neutral,twitter
5611,"1,26864070249947E+017",2011-10-20 03:35:26,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 29,neutral,twitter
5614,"1,26864043154752E+017",2011-10-20 03:35:19,#Oomf dnt start dis sh*t on #twitter,neutral,twitter
5616,"1,26864007784186E+017",2011-10-20 03:35:11,@garbage Welcome to #Twitter!,neutral,twitter
5617,"1,26863975223796E+017",2011-10-20 03:35:03,Good night #Twitter and #TheLegionoftheFallen.  5:45am cimes awfully early!,neutral,twitter
5618,"1,26863972778508E+017",2011-10-20 03:35:02,Tips for Reaching Out to Twitter's 50 Million Daily Users http://t.co/IF3IVLWN #twitter #mediagofer #socialmedia @SMsavvy @PRmate @KMiones,neutral,twitter
5619,"1,26863957767111E+017",2011-10-20 03:34:59,What do u think of Location Lock's new #twitter #logo? Can u see the cross hairs for when GPS tracking locks on 2 ur fleet vehicle?,neutral,twitter
5620,"1,26863949584024E+017",2011-10-20 03:34:57,GN #TWITTER,neutral,twitter
5621,"1,26863942634058E+017",2011-10-20 03:34:55,#Twitter #Melbourne #Business &quot;TWITTER 4 BUSINESS&quot; November 16 http://t.co/wiZ4omU0 @KingstonCC @KeithKeller,neutral,twitter
5623,"1,26863921465393E+017",2011-10-20 03:34:50,Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/3xZgtWFx #twitter,neutral,twitter
5624,"1,26863918646821E+017",2011-10-20 03:34:49,Use #Twitter to generate traffic to your website http://t.co/72YmN3kD,neutral,twitter
5625,"1,26863876066255E+017",2011-10-20 03:34:39,I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/kIHs1HRm,neutral,twitter
5626,"1,26863870689165E+017",2011-10-20 03:34:38,#twitter off!!*,neutral,twitter
5631,"1,26863814619709E+017",2011-10-20 03:34:25,"RT @WinklrSprinklr: @JenWeedin listen here, @ShaunaWalters8 is new to #twitter and needs practice.  support her here brat!  #goodsamaritanswag",neutral,twitter
5633,"1,26863776476709E+017",2011-10-20 03:34:15,"Personally,i dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.",neutral,twitter
5634,"1,26863772877996E+017",2011-10-20 03:34:15,I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/JlrUWRf6,neutral,twitter
5646,"1,26863571912114E+017",2011-10-20 03:33:27,I can live without facebook. just #twitter and #tumblr and #youtube proven and tested. LOL give me back my facebook nowww! LOL,neutral,twitter
5650,"1,26863525481157E+017",2011-10-20 03:33:16,@SeanL44 It may be a little much. Haha #droptheknife and add @frankhenchUSA to the picture like on your #Twitter account. #growuppeterpan,neutral,twitter
5652,"1,26863470397366E+017",2011-10-20 03:33:03,Can you say #twitter those #followers who are #following me??,neutral,twitter
5653,"1,26863457642484E+017",2011-10-20 03:32:59,@HectorAlteto welcome to the #twitter,neutral,twitter
5655,"1,26863410750161E+017",2011-10-20 03:32:48,Is #twitter a birds nest an we just some birds? All we do in this bitch is #tweet #tweet #tweet! - #RT,neutral,twitter
5656,"1,26863409680626E+017",2011-10-20 03:32:48,RT @BucBoyy: - It's So Funny Because She Got A #Twitter Now Lol.,neutral,twitter
5657,"1,26863392764989E+017",2011-10-20 03:32:44,@dellmanning Its always on this #Twitter shit doe,neutral,twitter
5664,"1,26863275450311E+017",2011-10-20 03:32:16,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19,neutral,twitter
5666,"1,26863240041996E+017",2011-10-20 03:32:08,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/dN3qwkkb",neutral,twitter
5667,"1,26863216046375E+017",2011-10-20 03:32:02,@Angelique_lique yooo my nigga i sooo blowed i forgot bout #twitter but im bkkkkkk,neutral,twitter
5668,"1,26863212762247E+017",2011-10-20 03:32:01,"time to change my twitter app, what's the best one for my iphone? Help please? #twitterapps : #twitter vs. #tweetcaster vs. #ubersoical ?",neutral,twitter
5669,"1,26863206193963E+017",2011-10-20 03:32:00,Ppl don't take what I say serious on twitter half the time an they shouldn't. It's just #twitter,neutral,twitter
5670,"1,26863190691811E+017",2011-10-20 03:31:56,Man i love #Twitter!!,neutral,twitter
5676,"1,2686310428076E+017",2011-10-20 03:31:35,RT @Juani_2: You doing a lot of hating guy RT @Blue_Chipperz: This nigga need to go to #Twitter Jail,neutral,twitter
5679,"1,2686307226984E+017",2011-10-20 03:31:28,RT @MontrelCox: It's twitter. Get over it or go back to Facebook and unfollow me. This is my free forum to say exactly what thee fuck I want. #Twitter&gt;FB,neutral,twitter
5680,"1,26863060794225E+017",2011-10-20 03:31:25,Well I'm kinda really #bored right now.... time to waste some time reading #quotes on #twitter,neutral,twitter
5683,"1,26862999720952E+017",2011-10-20 03:31:10,"@JenWeedin listen here, @ShaunaWalters8 is new to #twitter and needs practice.  support her here brat!  #goodsamaritanswag",neutral,twitter
5685,"1,26862947346694E+017",2011-10-20 03:30:58,RT @Grazitti: #Twitter to Reformat All URLs With T.co	http://t.co/jnmnbs9W,neutral,twitter
5686,"1,26862946310693E+017",2011-10-20 03:30:58,- Off To Bed ; Goodnight #Twitter (:,neutral,twitter
5687,"1,26862939159413E+017",2011-10-20 03:30:56,Get your #Twitter #marketing #campaigns built by an #SEO expert: http://t.co/7FttDde4,neutral,twitter
5690,"1,26862902325023E+017",2011-10-20 03:30:47,37 Ways to Use #Twitter for Business	http://t.co/HGhMpoSE,neutral,twitter
5691,"1,26862899804246E+017",2011-10-20 03:30:46,37 Ways to Use #Twitter for Business	http://t.co/MT9RdrCz,neutral,twitter
5692,"1,26862897639993E+017",2011-10-20 03:30:46,#Twitter to Reformat All URLs With T.co	http://t.co/WQh2pHEA,neutral,twitter
5693,"1,26862892128678E+017",2011-10-20 03:30:45,#Twitter to Reformat All URLs With T.co	http://t.co/jnmnbs9W,neutral,twitter
5696,"1,26862842052874E+017",2011-10-20 03:30:33,Do you Share More #jokes #quotes #music #photos or #news #articles on #Facebook or #Twitter?,neutral,twitter
5699,"1,26862821635002E+017",2011-10-20 03:30:28,RT @JLachance04: What a day @davislachance and @braedonrice get #twitter @BigDenMoments,neutral,twitter
5703,"1,26862767520096E+017",2011-10-20 03:30:15,@GForbz3 ma g wass good with you!! Didn't even kno you was on #twitter when was the last time you touched down in the city??,neutral,twitter
5705,"1,26862734863241E+017",2011-10-20 03:30:07,Donâ€™t seek followers unless youâ€™re ready to treat them like the real people they are http://t.co/qa1JFSka #Twitter RT @TweetSmarter,neutral,twitter
5706,"1,26862728181715E+017",2011-10-20 03:30:06,@Katieec7 lmao I love it please be on #twitter all the time so I have another friend to @mention,neutral,twitter
5707,"1,26862726311059E+017",2011-10-20 03:30:05,gooodnight #twitter,neutral,twitter
5714,"1,26862714957079E+017",2011-10-20 03:30:02,so #twitter who wants to buy me #lunch?,neutral,twitter
5717,"1,26862636922044E+017",2011-10-20 03:29:44,"RT @elishiawindfohr: #Twitter: Each second there are 2900 new tweets, for a total of 250 million per day and 7.5 billion per month. Rate almost tripled in 1 year",neutral,twitter
5719,"1,26862618836222E+017",2011-10-20 03:29:39,Hates facebook whores #twitter,neutral,twitter
5721,"1,26862573697114E+017",2011-10-20 03:29:29,#Twitter #Off',neutral,twitter
5722,"1,26862560870941E+017",2011-10-20 03:29:26,RT @Xx4everMexX: Ahhh!! Why is #Twitter so #addicting,neutral,twitter
5723,"1,26862552025137E+017",2011-10-20 03:29:24,"Let's be honest #twitter, nothing's #trending en #espaÃ±ol.",neutral,twitter
5725,"1,26862547214287E+017",2011-10-20 03:29:22,I hate when my phne do what it want on #twitter,neutral,twitter
5727,"1,26862517216612E+017",2011-10-20 03:29:15,Waz Sup #Twitter,neutral,twitter
5728,"1,26862494437351E+017",2011-10-20 03:29:10,AHHHH!!!!! FUCK IT!!! Goodnight!! #twitter,neutral,twitter
5734,"1,26862407309083E+017",2011-10-20 03:28:49,alrite back to this lab report. Later #Twitter,neutral,twitter
5735,"1,26862391924376E+017",2011-10-20 03:28:45,#twitter and fb# off,neutral,twitter
5744,"1,26862244427469E+017",2011-10-20 03:28:10,#twitter I hope all of you never stop dreaming! Because dreams fuel your soul! I love dreaming big and seeing what happens!,neutral,twitter
5745,"1,26862244075151E+017",2011-10-20 03:28:10,Ahhh!! Why is #Twitter so #addicting,neutral,twitter
5748,"1,26862174277738E+017",2011-10-20 03:27:53,Up to date w/ #twitter #facebook #wordswithfriends #google+ #SoundCloud . Gps tells me 3:45.26 to go. . Ugh!,neutral,twitter
5749,"1,26862170502861E+017",2011-10-20 03:27:53,@deferom lol omg you should write #none #twitter #foreveralone. Don't forget the hashtags.,neutral,twitter
5753,"1,26862130136879E+017",2011-10-20 03:27:43,@teggyboy00 oh wow lmao thank no wonder why no one answered me !! addicted #twitter,neutral,twitter
5756,"1,26862106443256E+017",2011-10-20 03:27:37,People need to stop #hashtagging on #facebook!!!! Like seriously we have #twitter for a reason,neutral,twitter
5758,"1,26862039225352E+017",2011-10-20 03:27:21,- It's So Funny Because She Got A #Twitter Now Lol.,neutral,twitter
5759,"1,26862030979334E+017",2011-10-20 03:27:19,RT @AmySimendinger: @rachiecrewz dude you can't just makeup your own fucking hashtags...learn how to use #twitter,neutral,twitter
5760,"1,26862000981672E+017",2011-10-20 03:27:12,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 9,neutral,twitter
5761,"1,26861997127111E+017",2011-10-20 03:27:11,Goodnight #twitter see you in the morning for another #successful day!,neutral,twitter
5768,"1,26861952369701E+017",2011-10-20 03:27:01,#Twitter'Offf :D,neutral,twitter
5770,"1,2686194137224E+017",2011-10-20 03:26:58,@Obamaphile @vegascharlieb your not in #twitter jail again r u ?,neutral,twitter
5772,"1,26861916286104E+017",2011-10-20 03:26:52,RT @mmurrayphoto: Sounds like #CJ20K is going down sooner than later. #twitter #lookout,neutral,twitter
5773,"1,26861895436206E+017",2011-10-20 03:26:47,"Well that's my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol",neutral,twitter
5774,"1,26861880194109E+017",2011-10-20 03:26:43,#Twitter-on-,neutral,twitter
5775,"1,26861879598531E+017",2011-10-20 03:26:43,AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP,neutral,twitter
5776,"1,26861823797494E+017",2011-10-20 03:26:30,@ZackSiam you just might be the most influential man in the #twitter universe,neutral,twitter
5777,"1,26861820169437E+017",2011-10-20 03:26:29,"RT @aDUBatSDUB: #facebook, #Twitter , #spongebob, #nirvana. Great way to spend the night. :D",neutral,twitter
5779,"1,26861776133431E+017",2011-10-20 03:26:19,"Funny how social networks prod you to be always on ya keypad, #twitter-what's happening, #Fb-what's on your mind?",neutral,twitter
5781,"1,26861734144246E+017",2011-10-20 03:26:09,Going to bed now #goodnight #twitter. Sleeping in tomorrow cuz it's fall break #winning,neutral,twitter
5782,"1,26861727374643E+017",2011-10-20 03:26:07,@rachiecrewz dude you can't just makeup your own fucking hashtags...learn how to use #twitter,neutral,twitter
5784,"1,26861715752223E+017",2011-10-20 03:26:04,RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime,neutral,twitter
5785,"1,26861701168632E+017",2011-10-20 03:26:01,Sounds like #CJ20K is going down sooner than later. #twitter #lookout,neutral,twitter
5786,"1,26861637931119E+017",2011-10-20 03:25:46,@Presidential_FU  do me wrong #twitter,neutral,twitter
5787,"1,2686163069594E+017",2011-10-20 03:25:44,@HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its #twitter,neutral,twitter
5796,"1,26861453209768E+017",2011-10-20 03:25:02,Being Choosy With Twitter: The Follow-Back Conundrum http://t.co/K2rRC2ir #socialmedia #twitter #mediagofer @media_guerilla @SMsavvy,neutral,twitter
5799,"1,26861421408567E+017",2011-10-20 03:24:54,Back in the #twitter game,neutral,twitter
5800,"1,26861418078278E+017",2011-10-20 03:24:53,NIGGAS B TALK REACLESS OVA #TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK #BASKETBALL OV COURSE,neutral,twitter
5806,"1,26861321995174E+017",2011-10-20 03:24:30,ok man down... I will own #TWITTER 2morrow!,neutral,twitter
5808,"1,26861294312759E+017",2011-10-20 03:24:24,"Don't know about you but, I am teamÂ» @SocialScope: a better than best Blackeberry/iPhone appl. for #Twitter &amp; #Fakebook I mean #Facebook lol",neutral,twitter
5809,"1,26861285307585E+017",2011-10-20 03:24:22,#twitter,neutral,twitter
5815,"1,26861195058758E+017",2011-10-20 03:24:00,Novo #Nick in #twitter. Hehe'  (:,neutral,twitter
5817,"1,26861181108498E+017",2011-10-20 03:23:57,Sometimes I get so lost in #twitter that I end up living vicariously through other people #massconfusion,neutral,twitter
5818,"1,26861149726716E+017",2011-10-20 03:23:49,â€œ@JennyOrWuuut: I wishh #twitter would tell me who retweets my stuff.â€it does,neutral,twitter
5821,"1,26861036803473E+017",2011-10-20 03:23:22,RT @JennyOrWuuut: I wishh #twitter would tell me who retweets my stuff.,neutral,twitter
5822,"1,2686101181381E+017",2011-10-20 03:23:16,#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] #SocialMedia #SMM http://t.co/X55u6i4w,neutral,twitter
5824,"1,26860964992795E+017",2011-10-20 03:23:05,How about @MattSloyer on the #twitter!,neutral,twitter
5825,"1,26860955605934E+017",2011-10-20 03:23:03,Bye #Twitter :D,neutral,twitter
5829,"1,26860933988483E+017",2011-10-20 03:22:58,@briannaa___ Pls let us know if you need help w/ music marketing promo. We got #Twitter &amp; #Youtube on lock. http://t.co/8HFfjJv5,neutral,twitter
5830,"1,26860932881187E+017",2011-10-20 03:22:58,Night #twitter lord please let that girl get some sleep,neutral,twitter
5832,"1,2686089856759E+017",2011-10-20 03:22:49,â€œ@KekeLauren @IGoHard_NoBONER Yooooo &quot;Mena Malia&quot; lOl I love your #Twitter nameâ€,neutral,twitter
5836,"1,26860835560755E+017",2011-10-20 03:22:34,Its new #Theme after #Updates have to b use with it. Though I like #Old theme of #Twitter for #Android,neutral,twitter
5839,"1,26860802392195E+017",2011-10-20 03:22:26,I wishh #twitter would tell me who retweets my stuff.,neutral,twitter
5840,"1,26860800978723E+017",2011-10-20 03:22:26,Told myself I was in the bed #early tonite &amp; somehow I end up back in the computer lab on #Twitter...smh guess it's the #Gemini in me,neutral,twitter
5844,"1,26860744913469E+017",2011-10-20 03:22:13,If u say u 100% REAL all the time...KILL YOURSELF ASAP!..Everybody have their fake moments so don't Front for #Twitter -----_________-------,neutral,twitter
5847,"1,26860714118885E+017",2011-10-20 03:22:05,#twitter is like therapy for sum people say wat you feel &amp; get alot off yo chest.. And don't care wat the next person say,neutral,twitter
5848,"1,26860700915208E+017",2011-10-20 03:22:02,Whats a good #twitter ap for #iOS that links to #FB accounts to post links? #help,neutral,twitter
5849,"1,26860691255722E+017",2011-10-20 03:22:00,#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social,neutral,twitter
5853,"1,26860597013918E+017",2011-10-20 03:21:37,#2000tweets !!!! #milestone #twitter,neutral,twitter
5855,"1,26860563740496E+017",2011-10-20 03:21:30,#twitter off,neutral,twitter
5856,"1,26860548359995E+017",2011-10-20 03:21:26,My #twitter age is 219 days 12 hours 26 minutes 28 seconds. Find out yours at http://t.co/eOCFm1kD #twittertime,neutral,twitter
5857,"1,26860527497515E+017",2011-10-20 03:21:21,Woooow I just log out from #twitter and there's more than 60 #tweets on my #timeline,neutral,twitter
5858,"1,26860504240108E+017",2011-10-20 03:21:15,Jimmy @JimmyMcIver Added you to my &quot;Top #Influencers @Klout&quot; List http://t.co/p7iG7PlH 217 of #Best #Influencers on #Twitter | #KloutSquad,neutral,twitter
5859,"1,26860495079735E+017",2011-10-20 03:21:13,RT @BucBoyy: - My Cute Friend @MelodyBtcc Finally Got A #Twitter :),neutral,twitter
5860,"1,26860492261167E+017",2011-10-20 03:21:12,"#twitter Scientists Use Twitter To Track Flu Epidemics, How to Stay Healthy This Flu Season (RT This) http://t.co/ZhgyinIi",neutral,twitter
5862,"1,26860390356357E+017",2011-10-20 03:20:48,Aight #Twitter i need to catch some ,neutral,twitter
5863,"1,26860373117776E+017",2011-10-20 03:20:44,@Teah2015 I had to inform my #twitter account that you weren't a stranger and give you permission to see my stuff. Not sure why that is..,neutral,twitter
5865,"1,26860341941518E+017",2011-10-20 03:20:37,"RT @SomalyMam: You follow me on #twitter, Like my #Foundation on #facebook http://t.co/A1zgaK5l! Together we can stop #humantrafficking",neutral,twitter
5868,"1,2686026717805E+017",2011-10-20 03:20:19,@IGoHard_NoBONER Yooooo &quot;Mena Malia&quot; lOl I love your #Twitter name,neutral,twitter
5869,"1,26860173053669E+017",2011-10-20 03:19:56,Goodnight #twitter,neutral,twitter
5875,"1,26860038525563E+017",2011-10-20 03:19:24,groupies follow me like #twitter.....lol jk,neutral,twitter
5877,"1,26859978941276E+017",2011-10-20 03:19:10,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/nvNns7VR",neutral,twitter
5879,"1,26859887404777E+017",2011-10-20 03:18:48,RT @loveable_letty8: Night #twitter,neutral,twitter
5883,"1,26859856782164E+017",2011-10-20 03:18:41,RT @Capo_Young: ONE SERIOUS STATEMENT THO ! #Twitter BLOCKED the #Troy Davis #TT #Twitter was COOL w #AmberCole in my opinion .... BULLSHIT .,neutral,twitter
5885,"1,26859833088553E+017",2011-10-20 03:18:35,Some users are reporting problems with missing mentions. More info from #Twitter : http://t.co/dTQ23G5G,neutral,twitter
5887,"1,26859789883015E+017",2011-10-20 03:18:25,- My Cute Friend @MelodyBtcc Finally Got A #Twitter :),neutral,twitter
5888,"1,26859782601703E+017",2011-10-20 03:18:23,From my blog: ##changingdiapers Party #Summary &amp; Winners List http://t.co/QfZHtNJs #twitter #upcomingparty,neutral,twitter
5890,"1,26859745154957E+017",2011-10-20 03:18:14,Bout to tweet about tweeting #twitter #Seahawkswag,neutral,twitter
5891,"1,26859710740701E+017",2011-10-20 03:18:06,"Goodnight, #Twitter.",neutral,twitter
5895,"1,26859623671153E+017",2011-10-20 03:17:45,AbOut TO BAMMER On #Twitter,neutral,twitter
5896,"1,26859623532732E+017",2011-10-20 03:17:45,it runs the world #twitter,neutral,twitter
5898,"1,26859604985512E+017",2011-10-20 03:17:41,Ain't really been on all day! Suppppp #Twitter,neutral,twitter
5899,"1,26859530305929E+017",2011-10-20 03:17:23,#Twitter how do you know that I think that @SofiaVergara is the funniest member of the #ModernFamily cast?!,neutral,twitter
5903,"1,26859485322035E+017",2011-10-20 03:17:12,GOODNITEE #TWITTER!!!,neutral,twitter
5905,"1,26859432511537E+017",2011-10-20 03:17:00,"Meu twitter tÃ¡ ficando velho jÃ¡, My #twitter age is 285 days 8 hours 52 minutes 40 seconds",neutral,twitter
5910,"1,26859340622725E+017",2011-10-20 03:16:38,My #twitter age is 285 days 8 hours 52 minutes 38 seconds. Find out yours at http://t.co/q5mvW7VF #twittertime,neutral,twitter
5911,"1,26859326294999E+017",2011-10-20 03:16:34,ONE SERIOUS STATEMENT THO ! #Twitter BLOCKED the #Troy Davis #TT #Twitter was COOL w #AmberCole in my opinion .... BULLSHIT .,neutral,twitter
5914,"1,26859246213136E+017",2011-10-20 03:16:15,#Twitter-off,neutral,twitter
5917,"1,268591240163E+017",2011-10-20 03:15:46,I OUT #Twitter Till 2mar,neutral,twitter
5918,"1,26859115657044E+017",2011-10-20 03:15:44,#twitter off!!...,neutral,twitter
5920,"1,26859053757501E+017",2011-10-20 03:15:30,RT @MizzSpicey: Now tuned in to http://t.co/DYMDmU3z with @deejaydenco! #WorldWide #Twitter #Facebook join me!!! #RT,neutral,twitter
5921,"1,26859044756521E+017",2011-10-20 03:15:27,#Twitter Im coming home Im coming home tell the world that Im coming home lls,neutral,twitter
5922,"1,2685899951258E+017",2011-10-20 03:15:17,#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @rudybren @chtvn @ulchky @anibalfreitas45,neutral,twitter
5923,"1,26858961159864E+017",2011-10-20 03:15:07,Wordd &quot;@BblowPoundz This #TT was well needed cuz I thought #Twitter was dien.,neutral,twitter
5924,"1,26858958894932E+017",2011-10-20 03:15:07,Thanks for the #follow don't forget to add us to your #Twitter list,neutral,twitter
5925,"1,26858953673028E+017",2011-10-20 03:15:06,"#Retail friends, follow @MicrosoftHelps on #Twitter.  A GREAT resource and the official account for @Microsoft #CustomerService &amp; Support!",neutral,twitter
5929,"1,26858718762639E+017",2011-10-20 03:14:10,Mo'fucka i dont give a fuck it its #FaceBook or #Twitter i express my self how ever da fuck i can..so go suck a dick u bitch.! Haha,neutral,twitter
5930,"1,26858698520932E+017",2011-10-20 03:14:05,I wonder if I was to get at a celebrity's neck on #twitter. Will I be on the news or radio. #planForFame lmfao,neutral,twitter
5937,"1,26858281867149E+017",2011-10-20 03:12:25,I Feel Like #Promoting Anyones #Twitter Page (â™¦MENTION ME IF YOU WANT TO GET #PROMOTEDâ™¦) [ #PromoteBack ] #Followback,neutral,twitter
5938,"1,26858276339057E+017",2011-10-20 03:12:24,#bedtime #goodnight #twitter,neutral,twitter
5941,"1,26858233032872E+017",2011-10-20 03:12:14,Night #Twitter,neutral,twitter
5942,"1,26858194046816E+017",2011-10-20 03:12:05,the marijuana loud so the hoes follow like #Twitter,neutral,twitter
5944,"1,26858149859832E+017",2011-10-20 03:11:54,This #TT  was well needed cuz I thought #Twitter was dien.,neutral,twitter
5951,"1,26857916631355E+017",2011-10-20 03:10:58,@asshsmith never #twitter is where i #speakmymind #hahahahahaha,neutral,twitter
5952,"1,26857800411398E+017",2011-10-20 03:10:31,#Twitter is jumping off as I'm winding down #PureFuckery #ThingsWeAllHate  #SleepyTweets,neutral,twitter
5955,"1,26857676134167E+017",2011-10-20 03:10:01,Twhistler makes Twitter sing!  #twitter http://t.co/wwNZ6dx6,neutral,twitter
5958,"1,26857481006752E+017",2011-10-20 03:09:15,Flw #Twitter,neutral,twitter
5959,"1,26857475034071E+017",2011-10-20 03:09:13,â€œ@Blue_Chipperz: This nigga need to go to #Twitter Jailâ€DAAAYUM DOG !! lOl,neutral,twitter
5970,"1,26857044677505E+017",2011-10-20 03:07:30,RT @J_Roc616: She lovin #JohnnyVegas!! But no #Twitter,neutral,twitter
5971,"1,26856873738633E+017",2011-10-20 03:06:50,I love my #twitter name.,neutral,twitter
5972,"1,26856857527648E+017",2011-10-20 03:06:46,My scrolling thumb keeps falling asleep on me.... making me unable to aimlessly browse #twitter..â˜¹wahh oh no  #endoftheworld #addicted,neutral,twitter
5973,"1,26856848778342E+017",2011-10-20 03:06:44,Something something qanda. Something something the world is serious #twitter,neutral,twitter
5977,"1,26856541453292E+017",2011-10-20 03:05:31,This nigga need to go to #Twitter Jail,neutral,twitter
5979,"1,26856421907243E+017",2011-10-20 03:05:02,#Tweetdeck working but not #Twitter for #Android,neutral,twitter
5980,"1,2685638721196E+017",2011-10-20 03:04:54,#TWITTER #OFF DO #BrUnODeLuCaS :ã€,neutral,twitter
5982,"1,26856150980375E+017",2011-10-20 03:03:57,gud mrng #twitter &amp; all my frnds too. ;),neutral,twitter
5986,"1,26856031367205E+017",2011-10-20 03:03:29,Increase your #twitter followers and or your #fan count via -http://bit.ly/qMc4K7,neutral,twitter
5987,"1,26855856414405E+017",2011-10-20 03:02:47,â˜¼ #SOLAR â˜º @RhondaParsons â˜¼ @SOLar_sister ( A simpLe @ #symboL and AN #underscore ) This is #twitter WHERE WE #twEEt â˜¼,neutral,twitter
5988,"1,26855838047547E+017",2011-10-20 03:02:43,"@madtruckman 'Modern Day Autograph&quot;, I like the way you put that. #twitter",neutral,twitter
5990,"1,26855191571071E+017",2011-10-20 03:00:09,62 Ways to Use #Twitter for Business: http://t.co/jYXK7OkC #tweets #socialmedia,neutral,twitter
5995,"1,26854358817182E+017",2011-10-20 02:56:50,"Log off #Facebook On #Twitter , But I Think i'm bout to going to sleep...",neutral,twitter
5996,"1,26853913591808E+017",2011-10-20 02:55:04,@NinoTannahill  @ayylozen Nino already has a #cellphoneaddiction and #twitter ain't helpin lol,neutral,twitter
5997,"1,26853667738497E+017",2011-10-20 02:54:05,"&quot;#twitter's dumb, I don't like it.&quot;  Hush up, Justin.",neutral,twitter
5998,"1,26853298996253E+017",2011-10-20 02:52:37,It's almost 4:20. Where is your bong? Is it packed! Let's rip a bowl over the time space continuum that is #Twitter,neutral,twitter
17,"1,26415614616154E+017",2011-10-18 21:53:25,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is,positive,apple
39,"1,26404574230741E+017",2011-10-18 21:09:33,@Apple will be adding more carrier support to the iPhone 4S (just announced),positive,apple
42,"1,26402758403305E+017",2011-10-18 21:02:20,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY,positive,apple
49,"1,26397179614069E+017",2011-10-18 20:40:10,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!,positive,apple
50,"1,26395626979197E+017",2011-10-18 20:34:00,I just realized that the reason I got into twitter was ios5 thanks @apple,positive,apple
51,"1,26394830791254E+017",2011-10-18 20:30:50,"I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone",positive,apple
83,"1,26379685453119E+017",2011-10-18 19:30:39,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace,positive,apple
85,"1,26377656416612E+017",2011-10-18 19:22:35,Great up close &amp; personal event @Apple tonight in Regent St store!,positive,apple
91,"1,26373779483005E+017",2011-10-18 19:07:11,From which companies do you experience the best customer service aside from @zappos and @apple?,positive,apple
100,"1,2636635375718E+017",2011-10-18 18:37:41,"Just apply for a job at @Apple, hope they call me lol",positive,apple
101,"1,26366123368268E+017",2011-10-18 18:36:46,RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol,positive,apple
